Nom_Commune;INSEE_Commune;INSEE_Département;Nom_Département;Alea_sismique;Zone_neige;Zone_vent
VATTEVILLE;27673;27;EURE;Zone 1;A1;2
VAUX-SUR-EURE;27674;27;EURE;Zone 1;A1;2
VENABLES;27676;27;EURE;Zone 1;A1;2
VENON;27677;27;EURE;Zone 1;A1;2
LES VENTES;27678;27;EURE;Zone 1;A1;2
VERNEUIL-SUR-AVRE;27679;27;EURE;Zone 1;A1;2
VERNEUSSES;27680;27;EURE;Zone 1;A1;2
VERNON;27681;27;EURE;Zone 1;A1;2
VESLY;27682;27;EURE;Zone 1;A1;2
VEZILLON;27683;27;EURE;Zone 1;A1;2
LE VIEIL-EVREUX;27684;27;EURE;Zone 1;A1;2
LA VIEILLE-LYRE;27685;27;EURE;Zone 1;A1;2
VIEUX-PORT;27686;27;EURE;Zone 1;A1;2
VIEUX-VILLEZ;27687;27;EURE;Zone 1;A1;2
VILLALET;27688;27;EURE;Zone 1;A1;2
VILLEGATS;27689;27;EURE;Zone 1;A1;2
VILLERS-EN-VEXIN;27690;27;EURE;Zone 1;A1;2
VILLERS-SUR-LE-ROULE;27691;27;EURE;Zone 1;A1;2
VILLETTES;27692;27;EURE;Zone 1;A1;2
SYLVAINS-LES-MOULINS;27693;27;EURE;Zone 1;A1;2
VILLEZ-SOUS-BAILLEUL;27694;27;EURE;Zone 1;A1;2
VILLEZ-SUR-LE-NEUBOURG;27695;27;EURE;Zone 1;A1;2
VILLIERS-EN-DESOEUVRE;27696;27;EURE;Zone 1;A1;2
VIRONVAY;27697;27;EURE;Zone 1;A1;2
VITOT;27698;27;EURE;Zone 1;A1;2
VOISCREVILLE;27699;27;EURE;Zone 1;A1;2
VRAIVILLE;27700;27;EURE;Zone 1;A1;2
VAL-DE-REUIL;27701;27;EURE;Zone 1;A1;2
ABONDANT;28001;28;EURE-ET-LOIR;Zone 1;A1;2
ALLAINES-MERVILLIERS;28002;28;EURE-ET-LOIR;Zone 1;A1;2
ALLAINVILLE;28003;28;EURE-ET-LOIR;Zone 1;A1;2
ALLONNES;28004;28;EURE-ET-LOIR;Zone 1;A1;2
ALLUYES;28005;28;EURE-ET-LOIR;Zone 1;A1;2
AMILLY;28006;28;EURE-ET-LOIR;Zone 1;A1;2
ANET;28007;28;EURE-ET-LOIR;Zone 1;A1;2
ARDELLES;28008;28;EURE-ET-LOIR;Zone 1;A1;2
ARDELU;28009;28;EURE-ET-LOIR;Zone 1;A1;2
ARGENVILLIERS;28010;28;EURE-ET-LOIR;Zone 1;A1;2
ARROU;28012;28;EURE-ET-LOIR;Zone 1;A1;2
AUNAY-SOUS-AUNEAU;28013;28;EURE-ET-LOIR;Zone 1;A1;2
AUNAY-SOUS-CRECY;28014;28;EURE-ET-LOIR;Zone 1;A1;2
AUNEAU;28015;28;EURE-ET-LOIR;Zone 1;A1;2
LES AUTELS-VILLEVILLON;28016;28;EURE-ET-LOIR;Zone 1;A1;2
AUTHEUIL;28017;28;EURE-ET-LOIR;Zone 1;A1;2
AUTHON-DU-PERCHE;28018;28;EURE-ET-LOIR;Zone 1;A1;2
BAIGNEAUX;28019;28;EURE-ET-LOIR;Zone 1;A1;2
BAIGNOLET;28020;28;EURE-ET-LOIR;Zone 1;A1;2
BAILLEAU-LE-PIN;28021;28;EURE-ET-LOIR;Zone 1;A1;2
BAILLEAU-L'EVEQUE;28022;28;EURE-ET-LOIR;Zone 1;A1;2
BAILLEAU-ARMENONVILLE;28023;28;EURE-ET-LOIR;Zone 1;A1;2
BARJOUVILLE;28024;28;EURE-ET-LOIR;Zone 1;A1;2
BARMAINVILLE;28025;28;EURE-ET-LOIR;Zone 1;A1;2
BAUDREVILLE;28026;28;EURE-ET-LOIR;Zone 1;A1;2
LA BAZOCHE-GOUET;28027;28;EURE-ET-LOIR;Zone 1;A1;2
BAZOCHES-EN-DUNOIS;28028;28;EURE-ET-LOIR;Zone 1;A1;2
BAZOCHES-LES-HAUTES;28029;28;EURE-ET-LOIR;Zone 1;A1;2
BEAUCHE;28030;28;EURE-ET-LOIR;Zone 1;A1;2
BEAUMONT-LES-AUTELS;28031;28;EURE-ET-LOIR;Zone 1;A1;2
BEAUVILLIERS;28032;28;EURE-ET-LOIR;Zone 1;A1;2
BELHOMERT-GUEHOUVILLE;28033;28;EURE-ET-LOIR;Zone 1;A1;2
BERCHERES-SAINT-GERMAIN;28034;28;EURE-ET-LOIR;Zone 1;A1;2
BERCHERES-LES-PIERRES;28035;28;EURE-ET-LOIR;Zone 1;A1;2
BERCHERES-SUR-VESGRE;28036;28;EURE-ET-LOIR;Zone 1;A1;2
BEROU-LA-MULOTIERE;28037;28;EURE-ET-LOIR;Zone 1;A1;2
BETHONVILLIERS;28038;28;EURE-ET-LOIR;Zone 1;A1;2
BEVILLE-LE-COMTE;28039;28;EURE-ET-LOIR;Zone 1;A1;2
BILLANCELLES;28040;28;EURE-ET-LOIR;Zone 1;A1;2
BLANDAINVILLE;28041;28;EURE-ET-LOIR;Zone 1;A1;2
BLEURY;28042;28;EURE-ET-LOIR;Zone 1;A1;2
BOISGASSON;28044;28;EURE-ET-LOIR;Zone 1;A1;2
BOISSY-EN-DROUAIS;28045;28;EURE-ET-LOIR;Zone 1;A1;2
BOISSY-LES-PERCHE;28046;28;EURE-ET-LOIR;Zone 1;A1;2
BOISVILLE-LA-SAINT-PERE;28047;28;EURE-ET-LOIR;Zone 1;A1;2
LA BOURDINIERE-SAINT-LOUP;28048;28;EURE-ET-LOIR;Zone 1;A1;2
BONCE;28049;28;EURE-ET-LOIR;Zone 1;A1;2
BONCOURT;28050;28;EURE-ET-LOIR;Zone 1;A1;2
BONNEVAL;28051;28;EURE-ET-LOIR;Zone 1;A1;2
BOUGLAINVAL;28052;28;EURE-ET-LOIR;Zone 1;A1;2
LE BOULLAY-LES-DEUX-EGLISES;28053;28;EURE-ET-LOIR;Zone 1;A1;2
LE BOULLAY-MIVOYE;28054;28;EURE-ET-LOIR;Zone 1;A1;2
LE BOULLAY-THIERRY;28055;28;EURE-ET-LOIR;Zone 1;A1;2
BOUTIGNY-PROUAIS;28056;28;EURE-ET-LOIR;Zone 1;A1;2
BOUVILLE;28057;28;EURE-ET-LOIR;Zone 1;A1;2
BRECHAMPS;28058;28;EURE-ET-LOIR;Zone 1;A1;2
BREZOLLES;28059;28;EURE-ET-LOIR;Zone 1;A1;2
BRICONVILLE;28060;28;EURE-ET-LOIR;Zone 1;A1;2
BROU;28061;28;EURE-ET-LOIR;Zone 1;A1;2
BROUE;28062;28;EURE-ET-LOIR;Zone 1;A1;2
BRUNELLES;28063;28;EURE-ET-LOIR;Zone 1;A1;2
BU;28064;28;EURE-ET-LOIR;Zone 1;A1;2
BULLAINVILLE;28065;28;EURE-ET-LOIR;Zone 1;A1;2
BULLOU;28066;28;EURE-ET-LOIR;Zone 1;A1;2
CERNAY;28067;28;EURE-ET-LOIR;Zone 1;A1;2
CHALLET;28068;28;EURE-ET-LOIR;Zone 1;A1;2
CHAMPAGNE;28069;28;EURE-ET-LOIR;Zone 1;A1;2
CHAMPHOL;28070;28;EURE-ET-LOIR;Zone 1;A1;2
CHAMPROND-EN-GATINE;28071;28;EURE-ET-LOIR;Zone 1;A1;2
CHAMPROND-EN-PERCHET;28072;28;EURE-ET-LOIR;Zone 1;A1;2
CHAMPSERU;28073;28;EURE-ET-LOIR;Zone 1;A1;2
LA CHAPELLE-D'AUNAINVILLE;28074;28;EURE-ET-LOIR;Zone 1;A1;2
LA CHAPELLE-DU-NOYER;28075;28;EURE-ET-LOIR;Zone 1;A1;2
LA CHAPELLE-FORAINVILLIERS;28076;28;EURE-ET-LOIR;Zone 1;A1;2
LA CHAPELLE-FORTIN;28077;28;EURE-ET-LOIR;Zone 1;A1;2
CHAPELLE-GUILLAUME;28078;28;EURE-ET-LOIR;Zone 1;A1;2
CHAPELLE-ROYALE;28079;28;EURE-ET-LOIR;Zone 1;A1;2
CHARBONNIERES;28080;28;EURE-ET-LOIR;Zone 1;A1;2
CHARONVILLE;28081;28;EURE-ET-LOIR;Zone 1;A1;2
CHARPONT;28082;28;EURE-ET-LOIR;Zone 1;A1;2
CHARRAY;28083;28;EURE-ET-LOIR;Zone 1;A1;2
CHARTAINVILLIERS;28084;28;EURE-ET-LOIR;Zone 1;A1;2
CHARTRES;28085;28;EURE-ET-LOIR;Zone 1;A1;2
CHASSANT;28086;28;EURE-ET-LOIR;Zone 1;A1;2
CHATAINCOURT;28087;28;EURE-ET-LOIR;Zone 1;A1;2
CHATEAUDUN;28088;28;EURE-ET-LOIR;Zone 1;A1;2
CHATEAUNEUF-EN-THYMERAIS;28089;28;EURE-ET-LOIR;Zone 1;A1;2
LES CHATELETS;28090;28;EURE-ET-LOIR;Zone 1;A1;2
LES CHATELLIERS-NOTRE-DAME;28091;28;EURE-ET-LOIR;Zone 1;A1;2
CHATENAY;28092;28;EURE-ET-LOIR;Zone 1;A1;2
CHATILLON-EN-DUNOIS;28093;28;EURE-ET-LOIR;Zone 1;A1;2
CHAUDON;28094;28;EURE-ET-LOIR;Zone 1;A1;2
CHAUFFOURS;28095;28;EURE-ET-LOIR;Zone 1;A1;2
LA CHAUSSEE-D'IVRY;28096;28;EURE-ET-LOIR;Zone 1;A1;2
CHERISY;28098;28;EURE-ET-LOIR;Zone 1;A1;2
CHUISNES;28099;28;EURE-ET-LOIR;Zone 1;A1;2
CINTRAY;28100;28;EURE-ET-LOIR;Zone 1;A1;2
CIVRY;28101;28;EURE-ET-LOIR;Zone 1;A1;2
CLEVILLIERS;28102;28;EURE-ET-LOIR;Zone 1;A1;2
CLOYES-SUR-LE-LOIR;28103;28;EURE-ET-LOIR;Zone 1;A1;2
COLTAINVILLE;28104;28;EURE-ET-LOIR;Zone 1;A1;2
COMBRES;28105;28;EURE-ET-LOIR;Zone 1;A1;2
CONIE-MOLITARD;28106;28;EURE-ET-LOIR;Zone 1;A1;2
CORANCEZ;28107;28;EURE-ET-LOIR;Zone 1;A1;2
CORMAINVILLE;28108;28;EURE-ET-LOIR;Zone 1;A1;2
LES CORVEES-LES-YYS;28109;28;EURE-ET-LOIR;Zone 1;A1;2
LE COUDRAY;28110;28;EURE-ET-LOIR;Zone 1;A1;2
COUDRAY-AU-PERCHE;28111;28;EURE-ET-LOIR;Zone 1;A1;2
COUDRECEAU;28112;28;EURE-ET-LOIR;Zone 1;A1;2
COULOMBS;28113;28;EURE-ET-LOIR;Zone 1;A1;2
COURBEHAYE;28114;28;EURE-ET-LOIR;Zone 1;A1;2
COURTALAIN;28115;28;EURE-ET-LOIR;Zone 1;A1;2
COURVILLE-SUR-EURE;28116;28;EURE-ET-LOIR;Zone 1;A1;2
CRECY-COUVE;28117;28;EURE-ET-LOIR;Zone 1;A1;2
CROISILLES;28118;28;EURE-ET-LOIR;Zone 1;A1;2
LA CROIX-DU-PERCHE;28119;28;EURE-ET-LOIR;Zone 1;A1;2
CRUCEY-VILLAGES;28120;28;EURE-ET-LOIR;Zone 1;A1;2
DAMBRON;28121;28;EURE-ET-LOIR;Zone 1;A1;2
DAMMARIE;28122;28;EURE-ET-LOIR;Zone 1;A1;2
DAMPIERRE-SOUS-BROU;28123;28;EURE-ET-LOIR;Zone 1;A1;2
DAMPIERRE-SUR-AVRE;28124;28;EURE-ET-LOIR;Zone 1;A1;2
DANCY;28126;28;EURE-ET-LOIR;Zone 1;A1;2
DANGEAU;28127;28;EURE-ET-LOIR;Zone 1;A1;2
DANGERS;28128;28;EURE-ET-LOIR;Zone 1;A1;2
DENONVILLE;28129;28;EURE-ET-LOIR;Zone 1;A1;2
DIGNY;28130;28;EURE-ET-LOIR;Zone 1;A1;2
DONNEMAIN-SAINT-MAMES;28132;28;EURE-ET-LOIR;Zone 1;A1;2
DOUY;28133;28;EURE-ET-LOIR;Zone 1;A1;2
DREUX;28134;28;EURE-ET-LOIR;Zone 1;A1;2
DROUE-SUR-DROUETTE;28135;28;EURE-ET-LOIR;Zone 1;A1;2
ECLUZELLES;28136;28;EURE-ET-LOIR;Zone 1;A1;2
ECROSNES;28137;28;EURE-ET-LOIR;Zone 1;A1;2
EPEAUTROLLES;28139;28;EURE-ET-LOIR;Zone 1;A1;2
EPERNON;28140;28;EURE-ET-LOIR;Zone 1;A1;2
ERMENONVILLE-LA-GRANDE;28141;28;EURE-ET-LOIR;Zone 1;A1;2
ERMENONVILLE-LA-PETITE;28142;28;EURE-ET-LOIR;Zone 1;A1;2
ESCORPAIN;28143;28;EURE-ET-LOIR;Zone 1;A1;2
LES ETILLEUX;28144;28;EURE-ET-LOIR;Zone 1;A1;2
FAINS-LA-FOLIE;28145;28;EURE-ET-LOIR;Zone 1;A1;2
FAVEROLLES;28146;28;EURE-ET-LOIR;Zone 1;A1;2
FAVIERES;28147;28;EURE-ET-LOIR;Zone 1;A1;2
LE FAVRIL;28148;28;EURE-ET-LOIR;Zone 1;A1;2
LA FERTE-VIDAME;28149;28;EURE-ET-LOIR;Zone 1;A1;2
LA FERTE-VILLENEUIL;28150;28;EURE-ET-LOIR;Zone 1;A1;2
FESSANVILLIERS-MATTANVILLIERS;28151;28;EURE-ET-LOIR;Zone 1;A1;2
FLACEY;28153;28;EURE-ET-LOIR;Zone 1;A1;2
FONTAINE-LA-GUYON;28154;28;EURE-ET-LOIR;Zone 1;A1;2
FONTAINE-LES-RIBOUTS;28155;28;EURE-ET-LOIR;Zone 1;A1;2
FONTAINE-SIMON;28156;28;EURE-ET-LOIR;Zone 1;A1;2
FONTENAY-SUR-CONIE;28157;28;EURE-ET-LOIR;Zone 1;A1;2
FONTENAY-SUR-EURE;28158;28;EURE-ET-LOIR;Zone 1;A1;2
LA FRAMBOISIERE;28159;28;EURE-ET-LOIR;Zone 1;A1;2
FRANCOURVILLE;28160;28;EURE-ET-LOIR;Zone 1;A1;2
FRAZE;28161;28;EURE-ET-LOIR;Zone 1;A1;2
FRESNAY-LE-COMTE;28162;28;EURE-ET-LOIR;Zone 1;A1;2
FRESNAY-LE-GILMERT;28163;28;EURE-ET-LOIR;Zone 1;A1;2
FRESNAY-L'EVEQUE;28164;28;EURE-ET-LOIR;Zone 1;A1;2
FRETIGNY;28165;28;EURE-ET-LOIR;Zone 1;A1;2
FRIAIZE;28166;28;EURE-ET-LOIR;Zone 1;A1;2
FRUNCE;28167;28;EURE-ET-LOIR;Zone 1;A1;2
GALLARDON;28168;28;EURE-ET-LOIR;Zone 1;A1;2
GARANCIERES-EN-BEAUCE;28169;28;EURE-ET-LOIR;Zone 1;A1;2
GARANCIERES-EN-DROUAIS;28170;28;EURE-ET-LOIR;Zone 1;A1;2
GARNAY;28171;28;EURE-ET-LOIR;Zone 1;A1;2
GAS;28172;28;EURE-ET-LOIR;Zone 1;A1;2
GASVILLE-OISEME;28173;28;EURE-ET-LOIR;Zone 1;A1;2
LA GAUDAINE;28175;28;EURE-ET-LOIR;Zone 1;A1;2
LE GAULT-SAINT-DENIS;28176;28;EURE-ET-LOIR;Zone 1;A1;2
GELLAINVILLE;28177;28;EURE-ET-LOIR;Zone 1;A1;2
GERMAINVILLE;28178;28;EURE-ET-LOIR;Zone 1;A1;2
GERMIGNONVILLE;28179;28;EURE-ET-LOIR;Zone 1;A1;2
GILLES;28180;28;EURE-ET-LOIR;Zone 1;A1;2
GOHORY;28182;28;EURE-ET-LOIR;Zone 1;A1;2
GOMMERVILLE;28183;28;EURE-ET-LOIR;Zone 1;A1;2
GOUILLONS;28184;28;EURE-ET-LOIR;Zone 1;A1;2
GOUSSAINVILLE;28185;28;EURE-ET-LOIR;Zone 1;A1;2
GUAINVILLE;28187;28;EURE-ET-LOIR;Zone 1;A1;2
LE GUE-DE-LONGROI;28188;28;EURE-ET-LOIR;Zone 1;A1;2
GUILLEVILLE;28189;28;EURE-ET-LOIR;Zone 1;A1;2
GUILLONVILLE;28190;28;EURE-ET-LOIR;Zone 1;A1;2
HANCHES;28191;28;EURE-ET-LOIR;Zone 1;A1;2
HAPPONVILLIERS;28192;28;EURE-ET-LOIR;Zone 1;A1;2
HAVELU;28193;28;EURE-ET-LOIR;Zone 1;A1;2
HOUVILLE-LA-BRANCHE;28194;28;EURE-ET-LOIR;Zone 1;A1;2
HOUX;28195;28;EURE-ET-LOIR;Zone 1;A1;2
ILLIERS-COMBRAY;28196;28;EURE-ET-LOIR;Zone 1;A1;2
INTREVILLE;28197;28;EURE-ET-LOIR;Zone 1;A1;2
JALLANS;28198;28;EURE-ET-LOIR;Zone 1;A1;2
JANVILLE;28199;28;EURE-ET-LOIR;Zone 1;A1;2
JAUDRAIS;28200;28;EURE-ET-LOIR;Zone 1;A1;2
JOUY;28201;28;EURE-ET-LOIR;Zone 1;A1;2
LAMBLORE;28202;28;EURE-ET-LOIR;Zone 1;A1;2
LANDELLES;28203;28;EURE-ET-LOIR;Zone 1;A1;2
LANGEY;28204;28;EURE-ET-LOIR;Zone 1;A1;2
LANNERAY;28205;28;EURE-ET-LOIR;Zone 1;A1;2
LAONS;28206;28;EURE-ET-LOIR;Zone 1;A1;2
LETHUIN;28207;28;EURE-ET-LOIR;Zone 1;A1;2
LEVAINVILLE;28208;28;EURE-ET-LOIR;Zone 1;A1;2
LEVES;28209;28;EURE-ET-LOIR;Zone 1;A1;2
LEVESVILLE-LA-CHENARD;28210;28;EURE-ET-LOIR;Zone 1;A1;2
LOGRON;28211;28;EURE-ET-LOIR;Zone 1;A1;2
LOIGNY-LA-BATAILLE;28212;28;EURE-ET-LOIR;Zone 1;A1;2
LORMAYE;28213;28;EURE-ET-LOIR;Zone 1;A1;2
LA LOUPE;28214;28;EURE-ET-LOIR;Zone 1;A1;2
LOUVILLE-LA-CHENARD;28215;28;EURE-ET-LOIR;Zone 1;A1;2
LOUVILLIERS-EN-DROUAIS;28216;28;EURE-ET-LOIR;Zone 1;A1;2
LOUVILLIERS-LES-PERCHE;28217;28;EURE-ET-LOIR;Zone 1;A1;2
LUCE;28218;28;EURE-ET-LOIR;Zone 1;A1;2
LUIGNY;28219;28;EURE-ET-LOIR;Zone 1;A1;2
LUISANT;28220;28;EURE-ET-LOIR;Zone 1;A1;2
LUMEAU;28221;28;EURE-ET-LOIR;Zone 1;A1;2
LUPLANTE;28222;28;EURE-ET-LOIR;Zone 1;A1;2
LURAY;28223;28;EURE-ET-LOIR;Zone 1;A1;2
LUTZ-EN-DUNOIS;28224;28;EURE-ET-LOIR;Zone 1;A1;2
MAGNY;28225;28;EURE-ET-LOIR;Zone 1;A1;2
MAILLEBOIS;28226;28;EURE-ET-LOIR;Zone 1;A1;2
MAINTENON;28227;28;EURE-ET-LOIR;Zone 1;A1;2
MAINVILLIERS;28229;28;EURE-ET-LOIR;Zone 1;A1;2
MAISONS;28230;28;EURE-ET-LOIR;Zone 1;A1;2
LA MANCELIERE;28231;28;EURE-ET-LOIR;Zone 1;A1;2
MANOU;28232;28;EURE-ET-LOIR;Zone 1;A1;2
MARBOUE;28233;28;EURE-ET-LOIR;Zone 1;A1;2
MARCHEVILLE;28234;28;EURE-ET-LOIR;Zone 1;A1;2
MARCHEZAIS;28235;28;EURE-ET-LOIR;Zone 1;A1;2
MARGON;28236;28;EURE-ET-LOIR;Zone 1;A1;2
MAROLLES-LES-BUIS;28237;28;EURE-ET-LOIR;Zone 1;A1;2
MARVILLE-MOUTIERS-BRULE;28239;28;EURE-ET-LOIR;Zone 1;A1;2
MEAUCE;28240;28;EURE-ET-LOIR;Zone 1;A1;2
LE MEE;28241;28;EURE-ET-LOIR;Zone 1;A1;2
MEREGLISE;28242;28;EURE-ET-LOIR;Zone 1;A1;2
MEROUVILLE;28243;28;EURE-ET-LOIR;Zone 1;A1;2
MESLAY-LE-GRENET;28245;28;EURE-ET-LOIR;Zone 1;A1;2
MESLAY-LE-VIDAME;28246;28;EURE-ET-LOIR;Zone 1;A1;2
LE MESNIL-SIMON;28247;28;EURE-ET-LOIR;Zone 1;A1;2
LE MESNIL-THOMAS;28248;28;EURE-ET-LOIR;Zone 1;A1;2
MEVOISINS;28249;28;EURE-ET-LOIR;Zone 1;A1;2
MEZIERES-AU-PERCHE;28250;28;EURE-ET-LOIR;Zone 1;A1;2
MEZIERES-EN-DROUAIS;28251;28;EURE-ET-LOIR;Zone 1;A1;2
MIERMAIGNE;28252;28;EURE-ET-LOIR;Zone 1;A1;2
MIGNIERES;28253;28;EURE-ET-LOIR;Zone 1;A1;2
MITTAINVILLIERS;28254;28;EURE-ET-LOIR;Zone 1;A1;2
MOINVILLE-LA-JEULIN;28255;28;EURE-ET-LOIR;Zone 1;A1;2
MOLEANS;28256;28;EURE-ET-LOIR;Zone 1;A1;2
MONDONVILLE-SAINT-JEAN;28257;28;EURE-ET-LOIR;Zone 1;A1;2
MONTAINVILLE;28258;28;EURE-ET-LOIR;Zone 1;A1;2
MONTBOISSIER;28259;28;EURE-ET-LOIR;Zone 1;A1;2
MONTHARVILLE;28260;28;EURE-ET-LOIR;Zone 1;A1;2
MONTIGNY-LE-CHARTIF;28261;28;EURE-ET-LOIR;Zone 1;A1;2
MONTIGNY-LE-GANNELON;28262;28;EURE-ET-LOIR;Zone 1;A1;2
MONTIGNY-SUR-AVRE;28263;28;EURE-ET-LOIR;Zone 1;A1;2
MONTIREAU;28264;28;EURE-ET-LOIR;Zone 1;A1;2
MONTLANDON;28265;28;EURE-ET-LOIR;Zone 1;A1;2
MONTREUIL;28267;28;EURE-ET-LOIR;Zone 1;A1;2
MORAINVILLE;28268;28;EURE-ET-LOIR;Zone 1;A1;2
MORANCEZ;28269;28;EURE-ET-LOIR;Zone 1;A1;2
MORIERS;28270;28;EURE-ET-LOIR;Zone 1;A1;2
MORVILLIERS;28271;28;EURE-ET-LOIR;Zone 1;A1;2
MOTTEREAU;28272;28;EURE-ET-LOIR;Zone 1;A1;2
MOULHARD;28273;28;EURE-ET-LOIR;Zone 1;A1;2
MOUTIERS;28274;28;EURE-ET-LOIR;Zone 1;A1;2
NERON;28275;28;EURE-ET-LOIR;Zone 1;A1;2
NEUVY-EN-BEAUCE;28276;28;EURE-ET-LOIR;Zone 1;A1;2
NEUVY-EN-DUNOIS;28277;28;EURE-ET-LOIR;Zone 1;A1;2
NOGENT-LE-PHAYE;28278;28;EURE-ET-LOIR;Zone 1;A1;2
NOGENT-LE-ROI;28279;28;EURE-ET-LOIR;Zone 1;A1;2
NOGENT-LE-ROTROU;28280;28;EURE-ET-LOIR;Zone 1;A1;2
NOGENT-SUR-EURE;28281;28;EURE-ET-LOIR;Zone 1;A1;2
NONVILLIERS-GRANDHOUX;28282;28;EURE-ET-LOIR;Zone 1;A1;2
NOTTONVILLE;28283;28;EURE-ET-LOIR;Zone 1;A1;2
OINVILLE-SAINT-LIPHARD;28284;28;EURE-ET-LOIR;Zone 1;A1;2
OINVILLE-SOUS-AUNEAU;28285;28;EURE-ET-LOIR;Zone 1;A1;2
OLLE;28286;28;EURE-ET-LOIR;Zone 1;A1;2
ORGERES-EN-BEAUCE;28287;28;EURE-ET-LOIR;Zone 1;A1;2
ORLU;28288;28;EURE-ET-LOIR;Zone 1;A1;2
ORMOY;28289;28;EURE-ET-LOIR;Zone 1;A1;2
ORROUER;28290;28;EURE-ET-LOIR;Zone 1;A1;2
OUARVILLE;28291;28;EURE-ET-LOIR;Zone 1;A1;2
OUERRE;28292;28;EURE-ET-LOIR;Zone 1;A1;2
OULINS;28293;28;EURE-ET-LOIR;Zone 1;A1;2
OYSONVILLE;28294;28;EURE-ET-LOIR;Zone 1;A1;2
OZOIR-LE-BREUIL;28295;28;EURE-ET-LOIR;Zone 1;A1;2
PERONVILLE;28296;28;EURE-ET-LOIR;Zone 1;A1;2
PEZY;28297;28;EURE-ET-LOIR;Zone 1;A1;2
PIERRES;28298;28;EURE-ET-LOIR;Zone 1;A1;2
LES PINTHIERES;28299;28;EURE-ET-LOIR;Zone 1;A1;2
POINVILLE;28300;28;EURE-ET-LOIR;Zone 1;A1;2
POISVILLIERS;28301;28;EURE-ET-LOIR;Zone 1;A1;2
PONTGOUIN;28302;28;EURE-ET-LOIR;Zone 1;A1;2
POUPRY;28303;28;EURE-ET-LOIR;Zone 1;A1;2
PRASVILLE;28304;28;EURE-ET-LOIR;Zone 1;A1;2
PRE-SAINT-EVROULT;28305;28;EURE-ET-LOIR;Zone 1;A1;2
PRE-SAINT-MARTIN;28306;28;EURE-ET-LOIR;Zone 1;A1;2
PRUDEMANCHE;28308;28;EURE-ET-LOIR;Zone 1;A1;2
PRUNAY-LE-GILLON;28309;28;EURE-ET-LOIR;Zone 1;A1;2
LA PUISAYE;28310;28;EURE-ET-LOIR;Zone 1;A1;2
LE PUISET;28311;28;EURE-ET-LOIR;Zone 1;A1;2
PUISEUX;28312;28;EURE-ET-LOIR;Zone 1;A1;2
RECLAINVILLE;28313;28;EURE-ET-LOIR;Zone 1;A1;2
LES RESSUINTES;28314;28;EURE-ET-LOIR;Zone 1;A1;2
REVERCOURT;28315;28;EURE-ET-LOIR;Zone 1;A1;2
ROHAIRE;28316;28;EURE-ET-LOIR;Zone 1;A1;2
ROINVILLE;28317;28;EURE-ET-LOIR;Zone 1;A1;2
ROMILLY-SUR-AIGRE;28318;28;EURE-ET-LOIR;Zone 1;A1;2
ROUVRAY-SAINT-DENIS;28319;28;EURE-ET-LOIR;Zone 1;A1;2
ROUVRAY-SAINT-FLORENTIN;28320;28;EURE-ET-LOIR;Zone 1;A1;2
ROUVRES;28321;28;EURE-ET-LOIR;Zone 1;A1;2
RUEIL-LA-GADELIERE;28322;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-ANGE-ET-TORCAY;28323;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-ARNOULT-DES-BOIS;28324;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-AUBIN-DES-BOIS;28325;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-AVIT-LES-GUESPIERES;28326;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-BOMER;28327;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-CHRISTOPHE;28329;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-CLOUD-EN-DUNOIS;28330;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-DENIS-D'AUTHOU;28331;28;EURE-ET-LOIR;Zone 1;A1;2
SAINTE-GEMME-MORONVAL;28332;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-DENIS-DES-PUITS;28333;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-DENIS-LES-PONTS;28334;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-ELIPH;28335;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-EMAN;28336;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-GEORGES-SUR-EURE;28337;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-GERMAIN-LE-GAILLARD;28339;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-HILAIRE-SUR-YERRE;28340;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-JEAN-DE-REBERVILLIERS;28341;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-JEAN-PIERRE-FIXTE;28342;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-LAURENT-LA-GATINE;28343;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-LEGER-DES-AUBEES;28344;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-LUBIN-DE-CRAVANT;28346;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-LUBIN-DE-LA-HAYE;28347;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-LUBIN-DES-JONCHERETS;28348;28;EURE-ET-LOIR;Zone 1;A1;2
SAINT-LUCIEN;28349;28;EURE-ET-LOIR;Zone 1;A1;2
