Nom_Commune;INSEE_Commune;INSEE_Département;Nom_Département;Alea_sismique;Zone_neige;Zone_vent
LA CHAPELLE-IGER;77087;77;SEINE-ET-MARNE;Zone 1;A1;2
LA CHAPELLE-LA-REINE;77088;77;SEINE-ET-MARNE;Zone 1;A1;2
LA CHAPELLE-RABLAIS;77089;77;SEINE-ET-MARNE;Zone 1;A1;2
LA CHAPELLE-SAINT-SULPICE;77090;77;SEINE-ET-MARNE;Zone 1;A1;2
LES CHAPELLES-BOURBON;77091;77;SEINE-ET-MARNE;Zone 1;A1;2
LA CHAPELLE-MOUTILS;77093;77;SEINE-ET-MARNE;Zone 1;A1;2
CHARMENTRAY;77094;77;SEINE-ET-MARNE;Zone 1;A1;2
CHARNY;77095;77;SEINE-ET-MARNE;Zone 1;A1;2
CHARTRETTES;77096;77;SEINE-ET-MARNE;Zone 1;A1;2
CHARTRONGES;77097;77;SEINE-ET-MARNE;Zone 1;A1;2
CHATEAUBLEAU;77098;77;SEINE-ET-MARNE;Zone 1;A1;2
CHATEAU-LANDON;77099;77;SEINE-ET-MARNE;Zone 1;A1;2
LE CHATELET-EN-BRIE;77100;77;SEINE-ET-MARNE;Zone 1;A1;2
CHATENAY-SUR-SEINE;77101;77;SEINE-ET-MARNE;Zone 1;A1;2
CHATENOY;77102;77;SEINE-ET-MARNE;Zone 1;A1;2
CHATILLON-LA-BORDE;77103;77;SEINE-ET-MARNE;Zone 1;A1;2
CHATRES;77104;77;SEINE-ET-MARNE;Zone 1;A1;2
CHAUFFRY;77106;77;SEINE-ET-MARNE;Zone 1;A1;2
CHAUMES-EN-BRIE;77107;77;SEINE-ET-MARNE;Zone 1;A1;2
CHELLES;77108;77;SEINE-ET-MARNE;Zone 1;A1;2
CHENOISE;77109;77;SEINE-ET-MARNE;Zone 1;A1;2
CHENOU;77110;77;SEINE-ET-MARNE;Zone 1;A1;2
CHESSY;77111;77;SEINE-ET-MARNE;Zone 1;A1;2
CHEVRAINVILLIERS;77112;77;SEINE-ET-MARNE;Zone 1;A1;2
CHEVRU;77113;77;SEINE-ET-MARNE;Zone 1;A1;2
CHEVRY-COSSIGNY;77114;77;SEINE-ET-MARNE;Zone 1;A1;2
CHEVRY-EN-SEREINE;77115;77;SEINE-ET-MARNE;Zone 1;A1;2
CHOISY-EN-BRIE;77116;77;SEINE-ET-MARNE;Zone 1;A1;2
CITRY;77117;77;SEINE-ET-MARNE;Zone 1;A1;2
CLAYE-SOUILLY;77118;77;SEINE-ET-MARNE;Zone 1;A1;2
CLOS-FONTAINE;77119;77;SEINE-ET-MARNE;Zone 1;A1;2
COCHEREL;77120;77;SEINE-ET-MARNE;Zone 1;A1;2
COLLEGIEN;77121;77;SEINE-ET-MARNE;Zone 1;A1;2
COMBS-LA-VILLE;77122;77;SEINE-ET-MARNE;Zone 1;A1;2
COMPANS;77123;77;SEINE-ET-MARNE;Zone 1;A1;2
CONCHES-SUR-GONDOIRE;77124;77;SEINE-ET-MARNE;Zone 1;A1;2
CONDE-SAINTE-LIBIAIRE;77125;77;SEINE-ET-MARNE;Zone 1;A1;2
CONGIS-SUR-THEROUANNE;77126;77;SEINE-ET-MARNE;Zone 1;A1;2
COUBERT;77127;77;SEINE-ET-MARNE;Zone 1;A1;2
COUILLY-PONT-AUX-DAMES;77128;77;SEINE-ET-MARNE;Zone 1;A1;2
COULOMBS-EN-VALOIS;77129;77;SEINE-ET-MARNE;Zone 1;A1;2
COULOMMES;77130;77;SEINE-ET-MARNE;Zone 1;A1;2
COULOMMIERS;77131;77;SEINE-ET-MARNE;Zone 1;A1;2
COUPVRAY;77132;77;SEINE-ET-MARNE;Zone 1;A1;2
COURCELLES-EN-BASSEE;77133;77;SEINE-ET-MARNE;Zone 1;A1;2
COURCHAMP;77134;77;SEINE-ET-MARNE;Zone 1;A1;2
COURPALAY;77135;77;SEINE-ET-MARNE;Zone 1;A1;2
COURQUETAINE;77136;77;SEINE-ET-MARNE;Zone 1;A1;2
COURTACON;77137;77;SEINE-ET-MARNE;Zone 1;A1;2
COURTOMER;77138;77;SEINE-ET-MARNE;Zone 1;A1;2
COURTRY;77139;77;SEINE-ET-MARNE;Zone 1;A1;2
COUTENCON;77140;77;SEINE-ET-MARNE;Zone 1;A1;2
COUTEVROULT;77141;77;SEINE-ET-MARNE;Zone 1;A1;2
CRECY-LA-CHAPELLE;77142;77;SEINE-ET-MARNE;Zone 1;A1;2
CREGY-LES-MEAUX;77143;77;SEINE-ET-MARNE;Zone 1;A1;2
CREVECOEUR-EN-BRIE;77144;77;SEINE-ET-MARNE;Zone 1;A1;2
CRISENOY;77145;77;SEINE-ET-MARNE;Zone 1;A1;2
CROISSY-BEAUBOURG;77146;77;SEINE-ET-MARNE;Zone 1;A1;2
LA CROIX-EN-BRIE;77147;77;SEINE-ET-MARNE;Zone 1;A1;2
CROUY-SUR-OURCQ;77148;77;SEINE-ET-MARNE;Zone 1;A1;2
CUCHARMOY;77149;77;SEINE-ET-MARNE;Zone 1;A1;2
CUISY;77150;77;SEINE-ET-MARNE;Zone 1;A1;2
DAGNY;77151;77;SEINE-ET-MARNE;Zone 1;A1;2
DAMMARIE-LES-LYS;77152;77;SEINE-ET-MARNE;Zone 1;A1;2
DAMMARTIN-EN-GOELE;77153;77;SEINE-ET-MARNE;Zone 1;A1;2
DAMMARTIN-SUR-TIGEAUX;77154;77;SEINE-ET-MARNE;Zone 1;A1;2
DAMPMART;77155;77;SEINE-ET-MARNE;Zone 1;A1;2
DARVAULT;77156;77;SEINE-ET-MARNE;Zone 1;A1;2
DHUISY;77157;77;SEINE-ET-MARNE;Zone 1;A1;2
DIANT;77158;77;SEINE-ET-MARNE;Zone 1;A1;2
DONNEMARIE-DONTILLY;77159;77;SEINE-ET-MARNE;Zone 1;A1;2
DORMELLES;77161;77;SEINE-ET-MARNE;Zone 1;A1;2
DOUE;77162;77;SEINE-ET-MARNE;Zone 1;A1;2
DOUY-LA-RAMEE;77163;77;SEINE-ET-MARNE;Zone 1;A1;2
ECHOUBOULAINS;77164;77;SEINE-ET-MARNE;Zone 1;A1;2
LES ECRENNES;77165;77;SEINE-ET-MARNE;Zone 1;A1;2
ECUELLES;77166;77;SEINE-ET-MARNE;Zone 1;A1;2
EGLIGNY;77167;77;SEINE-ET-MARNE;Zone 1;A1;2
EGREVILLE;77168;77;SEINE-ET-MARNE;Zone 1;A1;2
EMERAINVILLE;77169;77;SEINE-ET-MARNE;Zone 1;A1;2
EPISY;77170;77;SEINE-ET-MARNE;Zone 1;A1;2
ESBLY;77171;77;SEINE-ET-MARNE;Zone 1;A1;2
ESMANS;77172;77;SEINE-ET-MARNE;Zone 1;A1;2
ETREPILLY;77173;77;SEINE-ET-MARNE;Zone 1;A1;2
EVERLY;77174;77;SEINE-ET-MARNE;Zone 1;A1;2
EVRY-GREGY-SUR-YERRE;77175;77;SEINE-ET-MARNE;Zone 1;A1;2
FAREMOUTIERS;77176;77;SEINE-ET-MARNE;Zone 1;A1;2
FAVIERES;77177;77;SEINE-ET-MARNE;Zone 1;A1;2
FAY-LES-NEMOURS;77178;77;SEINE-ET-MARNE;Zone 1;A1;2
FERICY;77179;77;SEINE-ET-MARNE;Zone 1;A1;2
FEROLLES-ATTILLY;77180;77;SEINE-ET-MARNE;Zone 1;A1;2
FERRIERES-EN-BRIE;77181;77;SEINE-ET-MARNE;Zone 1;A1;2
LA FERTE-GAUCHER;77182;77;SEINE-ET-MARNE;Zone 1;A1;2
LA FERTE-SOUS-JOUARRE;77183;77;SEINE-ET-MARNE;Zone 1;A1;2
FLAGY;77184;77;SEINE-ET-MARNE;Zone 1;A1;2
FLEURY-EN-BIERE;77185;77;SEINE-ET-MARNE;Zone 1;A1;2
FONTAINEBLEAU;77186;77;SEINE-ET-MARNE;Zone 1;A1;2
FONTAINE-FOURCHES;77187;77;SEINE-ET-MARNE;Zone 1;A1;2
FONTAINE-LE-PORT;77188;77;SEINE-ET-MARNE;Zone 1;A1;2
FONTAINS;77190;77;SEINE-ET-MARNE;Zone 1;A1;2
FONTENAILLES;77191;77;SEINE-ET-MARNE;Zone 1;A1;2
FONTENAY-TRESIGNY;77192;77;SEINE-ET-MARNE;Zone 1;A1;2
FORFRY;77193;77;SEINE-ET-MARNE;Zone 1;A1;2
FORGES;77194;77;SEINE-ET-MARNE;Zone 1;A1;2
FOUJU;77195;77;SEINE-ET-MARNE;Zone 1;A1;2
FRESNES-SUR-MARNE;77196;77;SEINE-ET-MARNE;Zone 1;A1;2
FRETOY;77197;77;SEINE-ET-MARNE;Zone 1;A1;2
FROMONT;77198;77;SEINE-ET-MARNE;Zone 1;A1;2
FUBLAINES;77199;77;SEINE-ET-MARNE;Zone 1;A1;2
GARENTREVILLE;77200;77;SEINE-ET-MARNE;Zone 1;A1;2
GASTINS;77201;77;SEINE-ET-MARNE;Zone 1;A1;2
LA GENEVRAYE;77202;77;SEINE-ET-MARNE;Zone 1;A1;2
GERMIGNY-L'EVEQUE;77203;77;SEINE-ET-MARNE;Zone 1;A1;2
GERMIGNY-SOUS-COULOMBS;77204;77;SEINE-ET-MARNE;Zone 1;A1;2
GESVRES-LE-CHAPITRE;77205;77;SEINE-ET-MARNE;Zone 1;A1;2
GIREMOUTIERS;77206;77;SEINE-ET-MARNE;Zone 1;A1;2
GIRONVILLE;77207;77;SEINE-ET-MARNE;Zone 1;A1;2
GOUAIX;77208;77;SEINE-ET-MARNE;Zone 1;A1;2
GOUVERNES;77209;77;SEINE-ET-MARNE;Zone 1;A1;2
LA GRANDE-PAROISSE;77210;77;SEINE-ET-MARNE;Zone 1;A1;2
GRANDPUITS-BAILLY-CARROIS;77211;77;SEINE-ET-MARNE;Zone 1;A1;2
GRAVON;77212;77;SEINE-ET-MARNE;Zone 1;A1;2
GRESSY;77214;77;SEINE-ET-MARNE;Zone 1;A1;2
GRETZ-ARMAINVILLIERS;77215;77;SEINE-ET-MARNE;Zone 1;A1;2
GREZ-SUR-LOING;77216;77;SEINE-ET-MARNE;Zone 1;A1;2
GRISY-SUISNES;77217;77;SEINE-ET-MARNE;Zone 1;A1;2
GRISY-SUR-SEINE;77218;77;SEINE-ET-MARNE;Zone 1;A1;2
GUERARD;77219;77;SEINE-ET-MARNE;Zone 1;A1;2
GUERCHEVILLE;77220;77;SEINE-ET-MARNE;Zone 1;A1;2
GUERMANTES;77221;77;SEINE-ET-MARNE;Zone 1;A1;2
GUIGNES;77222;77;SEINE-ET-MARNE;Zone 1;A1;2
GURCY-LE-CHATEL;77223;77;SEINE-ET-MARNE;Zone 1;A1;2
HAUTEFEUILLE;77224;77;SEINE-ET-MARNE;Zone 1;A1;2
LA HAUTE-MAISON;77225;77;SEINE-ET-MARNE;Zone 1;A1;2
HERICY;77226;77;SEINE-ET-MARNE;Zone 1;A1;2
HERME;77227;77;SEINE-ET-MARNE;Zone 1;A1;2
HONDEVILLIERS;77228;77;SEINE-ET-MARNE;Zone 1;A1;2
LA HOUSSAYE-EN-BRIE;77229;77;SEINE-ET-MARNE;Zone 1;A1;2
ICHY;77230;77;SEINE-ET-MARNE;Zone 1;A1;2
ISLES-LES-MELDEUSES;77231;77;SEINE-ET-MARNE;Zone 1;A1;2
ISLES-LES-VILLENOY;77232;77;SEINE-ET-MARNE;Zone 1;A1;2
IVERNY;77233;77;SEINE-ET-MARNE;Zone 1;A1;2
JABLINES;77234;77;SEINE-ET-MARNE;Zone 1;A1;2
JAIGNES;77235;77;SEINE-ET-MARNE;Zone 1;A1;2
JAULNES;77236;77;SEINE-ET-MARNE;Zone 1;A1;2
JOSSIGNY;77237;77;SEINE-ET-MARNE;Zone 1;A1;2
JOUARRE;77238;77;SEINE-ET-MARNE;Zone 1;A1;2
JOUY-LE-CHATEL;77239;77;SEINE-ET-MARNE;Zone 1;A1;2
JOUY-SUR-MORIN;77240;77;SEINE-ET-MARNE;Zone 1;A1;2
JUILLY;77241;77;SEINE-ET-MARNE;Zone 1;A1;2
JUTIGNY;77242;77;SEINE-ET-MARNE;Zone 1;A1;2
LAGNY-SUR-MARNE;77243;77;SEINE-ET-MARNE;Zone 1;A1;2
LARCHANT;77244;77;SEINE-ET-MARNE;Zone 1;A1;2
LAVAL-EN-BRIE;77245;77;SEINE-ET-MARNE;Zone 1;A1;2
LECHELLE;77246;77;SEINE-ET-MARNE;Zone 1;A1;2
LESCHEROLLES;77247;77;SEINE-ET-MARNE;Zone 1;A1;2
LESCHES;77248;77;SEINE-ET-MARNE;Zone 1;A1;2
LESIGNY;77249;77;SEINE-ET-MARNE;Zone 1;A1;2
LEUDON-EN-BRIE;77250;77;SEINE-ET-MARNE;Zone 1;A1;2
LIEUSAINT;77251;77;SEINE-ET-MARNE;Zone 1;A1;2
LIMOGES-FOURCHES;77252;77;SEINE-ET-MARNE;Zone 1;A1;2
LISSY;77253;77;SEINE-ET-MARNE;Zone 1;A1;2
LIVERDY-EN-BRIE;77254;77;SEINE-ET-MARNE;Zone 1;A1;2
LIVRY-SUR-SEINE;77255;77;SEINE-ET-MARNE;Zone 1;A1;2
LIZINES;77256;77;SEINE-ET-MARNE;Zone 1;A1;2
LIZY-SUR-OURCQ;77257;77;SEINE-ET-MARNE;Zone 1;A1;2
LOGNES;77258;77;SEINE-ET-MARNE;Zone 1;A1;2
LONGPERRIER;77259;77;SEINE-ET-MARNE;Zone 1;A1;2
LONGUEVILLE;77260;77;SEINE-ET-MARNE;Zone 1;A1;2
LORREZ-LE-BOCAGE-PREAUX;77261;77;SEINE-ET-MARNE;Zone 1;A1;2
LOUAN-VILLEGRUIS-FONTAINE;77262;77;SEINE-ET-MARNE;Zone 1;A1;2
LUISETAINES;77263;77;SEINE-ET-MARNE;Zone 1;A1;2
LUMIGNY-NESLES-ORMEAUX;77264;77;SEINE-ET-MARNE;Zone 1;A1;2
LUZANCY;77265;77;SEINE-ET-MARNE;Zone 1;A1;2
MACHAULT;77266;77;SEINE-ET-MARNE;Zone 1;A1;2
LA MADELEINE-SUR-LOING;77267;77;SEINE-ET-MARNE;Zone 1;A1;2
MAGNY-LE-HONGRE;77268;77;SEINE-ET-MARNE;Zone 1;A1;2
MAINCY;77269;77;SEINE-ET-MARNE;Zone 1;A1;2
MAISONCELLES-EN-BRIE;77270;77;SEINE-ET-MARNE;Zone 1;A1;2
MAISONCELLES-EN-GATINAIS;77271;77;SEINE-ET-MARNE;Zone 1;A1;2
MAISON-ROUGE;77272;77;SEINE-ET-MARNE;Zone 1;A1;2
MARCHEMORET;77273;77;SEINE-ET-MARNE;Zone 1;A1;2
MARCILLY;77274;77;SEINE-ET-MARNE;Zone 1;A1;2
LES MARETS;77275;77;SEINE-ET-MARNE;Zone 1;A1;2
MAREUIL-LES-MEAUX;77276;77;SEINE-ET-MARNE;Zone 1;A1;2
MARLES-EN-BRIE;77277;77;SEINE-ET-MARNE;Zone 1;A1;2
MAROLLES-EN-BRIE;77278;77;SEINE-ET-MARNE;Zone 1;A1;2
MAROLLES-SUR-SEINE;77279;77;SEINE-ET-MARNE;Zone 1;A1;2
MARY-SUR-MARNE;77280;77;SEINE-ET-MARNE;Zone 1;A1;2
MAUPERTHUIS;77281;77;SEINE-ET-MARNE;Zone 1;A1;2
MAUREGARD;77282;77;SEINE-ET-MARNE;Zone 1;A1;2
MAY-EN-MULTIEN;77283;77;SEINE-ET-MARNE;Zone 1;A1;2
MEAUX;77284;77;SEINE-ET-MARNE;Zone 1;A1;2
LE MEE-SUR-SEINE;77285;77;SEINE-ET-MARNE;Zone 1;A1;2
MEIGNEUX;77286;77;SEINE-ET-MARNE;Zone 1;A1;2
MEILLERAY;77287;77;SEINE-ET-MARNE;Zone 1;A1;2
MELUN;77288;77;SEINE-ET-MARNE;Zone 1;A1;2
MELZ-SUR-SEINE;77289;77;SEINE-ET-MARNE;Zone 1;A1;2
MERY-SUR-MARNE;77290;77;SEINE-ET-MARNE;Zone 1;A1;2
LE MESNIL-AMELOT;77291;77;SEINE-ET-MARNE;Zone 1;A1;2
MESSY;77292;77;SEINE-ET-MARNE;Zone 1;A1;2
MISY-SUR-YONNE;77293;77;SEINE-ET-MARNE;Zone 1;A1;2
MITRY-MORY;77294;77;SEINE-ET-MARNE;Zone 1;A1;2
MOISENAY;77295;77;SEINE-ET-MARNE;Zone 1;A1;2
MOISSY-CRAMAYEL;77296;77;SEINE-ET-MARNE;Zone 1;A1;2
MONDREVILLE;77297;77;SEINE-ET-MARNE;Zone 1;A1;2
MONS-EN-MONTOIS;77298;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTARLOT;77299;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTCEAUX-LES-MEAUX;77300;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTCEAUX-LES-PROVINS;77301;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTCOURT-FROMONVILLE;77302;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTDAUPHIN;77303;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTENILS;77304;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTEREAU-FAULT-YONNE;77305;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTEREAU-SUR-LE-JARD;77306;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTEVRAIN;77307;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTGE-EN-GOELE;77308;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTHYON;77309;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTIGNY-LE-GUESDIER;77310;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTIGNY-LENCOUP;77311;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTIGNY-SUR-LOING;77312;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTMACHOUX;77313;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTOLIVET;77314;77;SEINE-ET-MARNE;Zone 1;A1;2
MONTRY;77315;77;SEINE-ET-MARNE;Zone 1;A1;2
MORET-SUR-LOING;77316;77;SEINE-ET-MARNE;Zone 1;A1;2
MORMANT;77317;77;SEINE-ET-MARNE;Zone 1;A1;2
MORTCERF;77318;77;SEINE-ET-MARNE;Zone 1;A1;2
MORTERY;77319;77;SEINE-ET-MARNE;Zone 1;A1;2
MOUROUX;77320;77;SEINE-ET-MARNE;Zone 1;A1;2
MOUSSEAUX-LES-BRAY;77321;77;SEINE-ET-MARNE;Zone 1;A1;2
MOUSSY-LE-NEUF;77322;77;SEINE-ET-MARNE;Zone 1;A1;2
MOUSSY-LE-VIEUX;77323;77;SEINE-ET-MARNE;Zone 1;A1;2
MOUY-SUR-SEINE;77325;77;SEINE-ET-MARNE;Zone 1;A1;2
NANDY;77326;77;SEINE-ET-MARNE;Zone 1;A1;2
NANGIS;77327;77;SEINE-ET-MARNE;Zone 1;A1;2
NANTEAU-SUR-ESSONNE;77328;77;SEINE-ET-MARNE;Zone 1;A1;2
NANTEAU-SUR-LUNAIN;77329;77;SEINE-ET-MARNE;Zone 1;A1;2
NANTEUIL-LES-MEAUX;77330;77;SEINE-ET-MARNE;Zone 1;A1;2
NANTEUIL-SUR-MARNE;77331;77;SEINE-ET-MARNE;Zone 1;A1;2
NANTOUILLET;77332;77;SEINE-ET-MARNE;Zone 1;A1;2
NEMOURS;77333;77;SEINE-ET-MARNE;Zone 1;A1;2
CHAUCONIN-NEUFMONTIERS;77335;77;SEINE-ET-MARNE;Zone 1;A1;2
NEUFMOUTIERS-EN-BRIE;77336;77;SEINE-ET-MARNE;Zone 1;A1;2
NOISIEL;77337;77;SEINE-ET-MARNE;Zone 1;A1;2
NOISY-RUDIGNON;77338;77;SEINE-ET-MARNE;Zone 1;A1;2
NOISY-SUR-ECOLE;77339;77;SEINE-ET-MARNE;Zone 1;A1;2
NONVILLE;77340;77;SEINE-ET-MARNE;Zone 1;A1;2
NOYEN-SUR-SEINE;77341;77;SEINE-ET-MARNE;Zone 1;A1;2
OBSONVILLE;77342;77;SEINE-ET-MARNE;Zone 1;A1;2
OCQUERRE;77343;77;SEINE-ET-MARNE;Zone 1;A1;2
OISSERY;77344;77;SEINE-ET-MARNE;Zone 1;A1;2
ORLY-SUR-MORIN;77345;77;SEINE-ET-MARNE;Zone 1;A1;2
LES ORMES-SUR-VOULZIE;77347;77;SEINE-ET-MARNE;Zone 1;A1;2
ORMESSON;77348;77;SEINE-ET-MARNE;Zone 1;A1;2
OTHIS;77349;77;SEINE-ET-MARNE;Zone 1;A1;2
OZOIR-LA-FERRIERE;77350;77;SEINE-ET-MARNE;Zone 1;A1;2
OZOUER-LE-VOULGIS;77352;77;SEINE-ET-MARNE;Zone 1;A1;2
PALEY;77353;77;SEINE-ET-MARNE;Zone 1;A1;2
PAMFOU;77354;77;SEINE-ET-MARNE;Zone 1;A1;2
PAROY;77355;77;SEINE-ET-MARNE;Zone 1;A1;2
PASSY-SUR-SEINE;77356;77;SEINE-ET-MARNE;Zone 1;A1;2
PECY;77357;77;SEINE-ET-MARNE;Zone 1;A1;2
PENCHARD;77358;77;SEINE-ET-MARNE;Zone 1;A1;2
PERTHES;77359;77;SEINE-ET-MARNE;Zone 1;A1;2
PEZARCHES;77360;77;SEINE-ET-MARNE;Zone 1;A1;2
PIERRE-LEVEE;77361;77;SEINE-ET-MARNE;Zone 1;A1;2
LE PIN;77363;77;SEINE-ET-MARNE;Zone 1;A1;2
LE PLESSIS-AUX-BOIS;77364;77;SEINE-ET-MARNE;Zone 1;A1;2
LE PLESSIS-FEU-AUSSOUX;77365;77;SEINE-ET-MARNE;Zone 1;A1;2
LE PLESSIS-L'EVEQUE;77366;77;SEINE-ET-MARNE;Zone 1;A1;2
LE PLESSIS-PLACY;77367;77;SEINE-ET-MARNE;Zone 1;A1;2
POIGNY;77368;77;SEINE-ET-MARNE;Zone 1;A1;2
POINCY;77369;77;SEINE-ET-MARNE;Zone 1;A1;2
POLIGNY;77370;77;SEINE-ET-MARNE;Zone 1;A1;2
POMMEUSE;77371;77;SEINE-ET-MARNE;Zone 1;A1;2
POMPONNE;77372;77;SEINE-ET-MARNE;Zone 1;A1;2
PONTAULT-COMBAULT;77373;77;SEINE-ET-MARNE;Zone 1;A1;2
PONTCARRE;77374;77;SEINE-ET-MARNE;Zone 1;A1;2
PRECY-SUR-MARNE;77376;77;SEINE-ET-MARNE;Zone 1;A1;2
PRESLES-EN-BRIE;77377;77;SEINE-ET-MARNE;Zone 1;A1;2
PRINGY;77378;77;SEINE-ET-MARNE;Zone 1;A1;2
PROVINS;77379;77;SEINE-ET-MARNE;Zone 1;A1;2
PUISIEUX;77380;77;SEINE-ET-MARNE;Zone 1;A1;2
QUIERS;77381;77;SEINE-ET-MARNE;Zone 1;A1;2
QUINCY-VOISINS;77382;77;SEINE-ET-MARNE;Zone 1;A1;2
RAMPILLON;77383;77;SEINE-ET-MARNE;Zone 1;A1;2
REAU;77384;77;SEINE-ET-MARNE;Zone 1;A1;2
REBAIS;77385;77;SEINE-ET-MARNE;Zone 1;A1;2
RECLOSES;77386;77;SEINE-ET-MARNE;Zone 1;A1;2
REMAUVILLE;77387;77;SEINE-ET-MARNE;Zone 1;A1;2
REUIL-EN-BRIE;77388;77;SEINE-ET-MARNE;Zone 1;A1;2
LA ROCHETTE;77389;77;SEINE-ET-MARNE;Zone 1;A1;2
ROISSY-EN-BRIE;77390;77;SEINE-ET-MARNE;Zone 1;A1;2
ROUILLY;77391;77;SEINE-ET-MARNE;Zone 1;A1;2
ROUVRES;77392;77;SEINE-ET-MARNE;Zone 1;A1;2
ROZAY-EN-BRIE;77393;77;SEINE-ET-MARNE;Zone 1;A1;2
RUBELLES;77394;77;SEINE-ET-MARNE;Zone 1;A1;2
RUMONT;77395;77;SEINE-ET-MARNE;Zone 1;A1;2
RUPEREUX;77396;77;SEINE-ET-MARNE;Zone 1;A1;2
SAACY-SUR-MARNE;77397;77;SEINE-ET-MARNE;Zone 1;A1;2
SABLONNIERES;77398;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-ANGE-LE-VIEL;77399;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-AUGUSTIN;77400;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINTE-AULDE;77401;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-BARTHELEMY;77402;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-BRICE;77403;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINTE-COLOMBE;77404;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-CYR-SUR-MORIN;77405;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-DENIS-LES-REBAIS;77406;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-FARGEAU-PONTHIERRY;77407;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-FIACRE;77408;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-GERMAIN-LAVAL;77409;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-GERMAIN-LAXIS;77410;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-GERMAIN-SOUS-DOUE;77411;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-GERMAIN-SUR-ECOLE;77412;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-GERMAIN-SUR-MORIN;77413;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-HILLIERS;77414;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-JEAN-LES-DEUX-JUMEAUX;77415;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-JUST-EN-BRIE;77416;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-LEGER;77417;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-LOUP-DE-NAUD;77418;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-MAMMES;77419;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-MARD;77420;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-MARS-VIEUX-MAISONS;77421;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-MARTIN-DES-CHAMPS;77423;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-MARTIN-DU-BOSCHET;77424;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-MARTIN-EN-BIERE;77425;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-MERY;77426;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-MESMES;77427;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-OUEN-EN-BRIE;77428;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-OUEN-SUR-MORIN;77429;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-PATHUS;77430;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-PIERRE-LES-NEMOURS;77431;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-REMY-LA-VANNE;77432;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINTS;77433;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-SAUVEUR-LES-BRAY;77434;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-SAUVEUR-SUR-ECOLE;77435;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-SIMEON;77436;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-SOUPPLETS;77437;77;SEINE-ET-MARNE;Zone 1;A1;2
SAINT-THIBAULT-DES-VIGNES;77438;77;SEINE-ET-MARNE;Zone 1;A1;2
SALINS;77439;77;SEINE-ET-MARNE;Zone 1;A1;2
SAMMERON;77440;77;SEINE-ET-MARNE;Zone 1;A1;2
SAMOIS-SUR-SEINE;77441;77;SEINE-ET-MARNE;Zone 1;A1;2
SAMOREAU;77442;77;SEINE-ET-MARNE;Zone 1;A1;2
